saved_at,id,created_at,text,name,screen_name,profile_image_url,retweet_count,favorite_count
2018-11-13_15:29:03,1061807600965021696,2018-11-12_02:27:14,ワインツーリズムやまなし　覚え書き甲府近辺で聞こえるラジオ局AMNHK山梨第１　927NHK山梨第２　1602山梨放送　　　927FMエフエム甲府　76.3FM-FUJI             83.0NHKF… https://t.co/OX2xVJGR95,つきのねこ,asutaruego,http://pbs.twimg.com/profile_images/2329979478/profile_normal.png,0,0
2018-11-13_15:29:03,1061730476975579136,2018-11-11_21:20:46,おはようございます！今朝の甲府は曇り。週末は「ワインツーリズム山梨2018秋」が開催されます。天気予報によると今日はウッスラ日差しが届いても雲が主役の空。空気はヒンヤリとしますが、秋の装いで快適に過ごせます。落葉の絨毯に季節の歩みが感じられそうとの事です。#山梨,Nobuaki Sorita,JRsuica999,http://pbs.twimg.com/profile_images/619117653/P1010179_normal.jpg,0,1
2018-11-13_15:29:03,1060670131443920896,2018-11-08_23:07:20,【静岡発バスツアー】「ワインツーリズムやまなし2018・秋」参加ツアー🚌貸切バスで行くから運転手いらず→みんなで飲める🍷ワイナリーやブドウ畑を散策🍇無料有料テイスティング多数😊お問い合わせはそふと研究室までお気軽に♪https://t.co/lMTfzgWMjq,そふと研究室【富士下山とお茶の旅行会社】,soft_labo,http://pbs.twimg.com/profile_images/963581032678137856/lGJ6OuNL_normal.jpg,1,0
2018-11-13_15:29:03,1059016239278829569,2018-11-04_09:35:21,【週末は山梨へ】今年で10周年、「ワインツーリズムやまなし2018・秋」。11月17日、18日開催！！当日は、各ワイナリーの醸造家が現場で皆様をお待ちしております。作り手の方と直接お会いでき、話せる貴重な機会です。お申し込みは… https://t.co/1YYwJNIWPh,D&D YAMANASHI,d_d_YAMANASHI,http://pbs.twimg.com/profile_images/3594550380/a11e82cbb97f2b2381153ad80a87c92f_normal.png,0,2
2018-11-13_15:29:03,929233280519479298,2017-11-11_06:24:13,楽しいデス,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929231717004591104,2017-11-11_06:18:00,今年３回目毎年楽しい〜,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929231333003370497,2017-11-11_06:16:28,毎回たのしみにしています。今年も楽しんでします！！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929222341774602240,2017-11-11_05:40:45,今回で3回目ワイナリーの方とおしゃべりできて温かみを感じながら回れるワインツーリズムは最高です！温かみを感じながら最高の日です！感謝です！！ありがとう,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929220092117770248,2017-11-11_05:31:48,頑張ってのんでます。どれも美味しくてどれを買うか迷ってる。,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929217699460218880,2017-11-11_05:22:18,お芋美味しい🤗🤗🤗13種類の飲み比べがスゴイ企画‼️,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929214854556028929,2017-11-11_05:10:59,レベル差歴然！ワインツーリズム！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929209306808856576,2017-11-11_04:48:57,ねこまんま味のお団子もっと食べたいねん…。,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929207671189684224,2017-11-11_04:42:27,青空の下でまったり外ワイン中です〜帰りたくなーい,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929207361020895232,2017-11-11_04:41:13,今年で3回目‼️年々充実して楽しいです。,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-13_15:29:03,929206943301775360,2017-11-11_04:39:33,13種類飲み比べ中デス！快晴で絶好のワイン日和！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-13_15:29:03,929204620068450306,2017-11-11_04:30:19,ずっと食べまくり呑みまくりでお腹が一杯ー,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929204312890269697,2017-11-11_04:29:06,山梨発酵工業では、お隣の食堂から出前が可能。帰り際に「もつ」がなんと「馬モツ」であるのに遅まきながら気づいて後悔。,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-13_15:29:03,929202879352602624,2017-11-11_04:23:24,山梨市は初めてですが、今までのツーリズムの中でも、アットホームで最高です！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929201248619741184,2017-11-11_04:16:56,5回目の参加です。いつもいい天気で、この青空の下で、ワインが飲めて幸せ！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-13_15:29:03,929199245873180674,2017-11-11_04:08:58,ビスコッティちょっと値段高い、、、諦めよう・・・,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929198447458054145,2017-11-11_04:05:48,いろんなワインが楽しめる❗️,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929195307010703360,2017-11-11_03:53:19,東晨さん最近毎回の来てますが、今回も皆さまのおもてなしの素晴らしさに大変満足しています。ありがとうございました。,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-13_15:29:03,929185094849277952,2017-11-11_03:12:44,晴れてよかった！ やっぱりワインツーリズムは最高だよね！！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929184132294262784,2017-11-11_03:08:55,2年ぶりの参加です。やっぱり楽しい♡,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-13_15:29:03,929183908133969921,2017-11-11_03:08:01,お天気良くてワイン日和♡最高です＾＾,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929180029044506624,2017-11-11_02:52:36,天気も良くてワイナリー巡り日和です。ワインも美味しいし、いい気分です。,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929177836597870592,2017-11-11_02:43:54,お天気も良く、美味しいワインとおつまみ、最高です！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929177366819102720,2017-11-11_02:42:02,3回目の参加です。今まで行ったことのないエリアも美味しいワインたくさん。たのしいです。,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929176375235186689,2017-11-11_02:38:05,いつも楽しく回らせて頂いています。ヤッホー,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-13_15:29:03,929175666217574400,2017-11-11_02:35:16,初回からコンプリート参加です。ワインに囲まれた山梨に移住したい ！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-13_15:29:03,929172440697024512,2017-11-11_02:22:27,散策がてら楽しいです。晴れてよかったー！！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929171839275773953,2017-11-11_02:20:04,醸しのワインウイスキー好きにあいました、美味しかったです,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
